index,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
0,1,201,00:00,5.7874475,0,0,0,0,0,0,0,0,9999
1,1,201,00:10,5.7106366,0,0,0,0,0,0,0,0,9999
2,1,201,00:20,5.8674803,0,0,0,0,0,0,0,0,9999
3,1,201,00:30,6.031886,0,0,0,0,0,0,0,0,9999
4,1,201,00:40,5.9223504,0,0,0,0,0,0,0,0,9999
5,1,201,00:50,5.60243,0,0,0,0,0,0,0,0,9999
6,1,201,01:00,5.3425593,0,0,0,0,0,0,0,0,9999
7,1,201,01:10,5.2665143,0,0,0,0,0,0,0,0,9999
8,1,201,01:20,5.2085004,0,0,0,0,0,0,0,0,9999
9,1,201,01:30,5.090346,0,0,0,0,0,0,0,0,9999
10,1,201,01:40,4.904921,0,0,0,0,0,0,0,0,9999
11,1,201,01:50,4.749992,0,0,0,0,0,0,0,0,9999
12,1,201,02:00,4.630208,0,0,0,0,0,0,0,0,9999
13,1,201,02:10,4.641272,0,0,0,0,0,0,0,0,9999
14,1,201,02:20,4.8510976,0,0,0,0,0,0,0,0,9999
15,1,201,02:30,4.9740806,0,0,0,0,0,0,0,0,9999
16,1,201,02:40,5.0313315,0,0,0,0,0,0,0,0,9999
17,1,201,02:50,5.0391517,0,0,0,0,0,0,0,0,9999
18,1,201,03:00,4.950727,0,0,0,0,0,0,0,0,9999
19,1,201,03:10,4.700192,0,0,0,0,0,0,0,0,9999
20,1,201,03:20,4.3597436,0,0,0,0,0,0,0,0,9999
21,1,201,03:30,4.1329036,0,0,0,0,0,0,0,0,9999
22,1,201,03:40,4.100524,0,0,0,0,0,0,0,0,9999
23,1,201,03:50,4.2161555,0,0,0,0,0,0,0,0,9999
24,1,201,04:00,4.4111686,0,0,0,0,0,0,0,0,9999
25,1,201,04:10,4.6378875,0,0,0,0,0,0,0,0,9999
26,1,201,04:20,4.7580433,0,0,0,0,0,0,0,0,9999
27,1,201,04:30,4.6139436,0,0,0,0,0,0,0,0,9999
28,1,201,04:40,4.34479,0,0,0,0,0,0,0,0,9999
29,1,201,04:50,4.2109885,0,0,0,0,0,0,0,0,9999
30,1,201,05:00,4.3368874,0,0,0,0,0,0,0,0,9999
31,1,201,05:10,4.573685,0,0,0,0,0,0,0,0,9999
32,1,201,05:20,4.7152123,0,0,0,0,0,0,0,0,9999
33,1,201,05:30,4.7724895,0,0,0,0,0,0,0,0,9999
34,1,201,05:40,4.8220096,0,0,0,0,0,0,0,0,9999
35,1,201,05:50,4.959021,0,0,0,0,0,0,0,0,9999
36,1,201,06:00,5.0474386,0,0,0,0,0,0,0,0,9999
37,1,201,06:10,4.950178,0,0,0,0,0,0,0,0,9999
38,1,201,06:20,4.6959376,0,0,0,0,0,0,0,0,9999
39,1,201,06:30,4.542883,0,0,0,0,0,0,0,0,9999
40,1,201,06:40,4.5805025,0,0,0,0,0,0,0,0,9999
41,1,201,06:50,4.7580085,0,0,0,0,0,0,0,0,9999
42,1,201,07:00,4.922077,0,0,0,0,0,0,0,0,9999
43,1,201,07:10,5.029003,0,0,0,0,0,0,0,0,9999
44,1,201,07:20,5.026993,0,0,0,0,0,0,0,0,9999
45,1,201,07:30,5.067559,0,0,0,0,0,0,0,0,9999
46,1,201,07:40,5.111567,0,0,0,0,0,0,0,0,9999
47,1,201,07:50,5.054788,0,0,0,0,0,0,0,0,9999
48,1,201,08:00,4.924645,0,0,0,0,0,0,0,0,9999
49,1,201,08:10,4.647654,0,0,0,0,0,0,0,0,9999
50,1,201,08:20,4.4784255,0,0,0,0,0,0,0,0,9999
51,1,201,08:30,4.545837,0,0,0,0,0,0,0,0,9999
52,1,201,08:40,4.643699,0,0,0,0,0,0,0,0,9999
53,1,201,08:50,4.6339173,0,0,0,0,0,0,0,0,9999
54,1,201,09:00,4.3649077,0,0,0,0,0,0,0,0,9999
55,1,201,09:10,3.9530308,0,0,0,0,0,0,0,0,9999
56,1,201,09:20,3.6676242,0,0,0,0,0,0,0,0,9999
57,1,201,09:30,3.4923491,0,0,0,0,0,0,0,0,9999
58,1,201,09:40,3.621258,0,0,0,0,0,0,0,0,9999
59,1,201,09:50,3.9536972,0,0,0,0,0,0,0,0,9999
60,1,201,10:00,4.433126,0,0,0,0,0,0,0,0,9999
61,1,201,10:10,4.8284483,0,0,0,0,0,0,0,0,9999
62,1,201,10:20,5.006301,0,0,0,0,0,0,0,0,9999
63,1,201,10:30,4.86299,0,0,0,0,0,0,0,0,9999
64,1,201,10:40,4.6794915,0,0,0,0,0,0,0,0,9999
65,1,201,10:50,4.5489426,0,0,0,0,0,0,0,0,9999
66,1,201,11:00,4.26985,0,0,0,0,0,0,0,0,9999
67,1,201,11:10,4.10849,0,0,0,0,0,0,0,0,9999
68,1,201,11:20,4.01946,0,0,0,0,0,0,0,0,9999
69,1,201,11:30,3.963772,0,0,0,0,0,0,0,0,9999
70,1,201,11:40,3.984313,0,0,0,0,0,0,0,0,9999
71,1,201,11:50,4.133349,0,0,0,0,0,0,0,0,9999
72,1,201,12:00,4.4661183,0,0,0,0,0,0,0,0,9999
73,1,201,12:10,4.743372,0,0,0,0,0,0,0,0,9999
74,1,201,12:20,4.8282123,0,0,0,0,0,0,0,0,9999
75,1,201,12:30,4.638092,0,0,0,0,0,0,0,0,9999
76,1,201,12:40,4.3992147,0,0,0,0,0,0,0,0,9999
77,1,201,12:50,4.364616,0,0,0,0,0,0,0,0,9999
78,1,201,13:00,4.4646845,0,0,0,0,0,0,0,0,9999
79,1,201,13:10,4.7470207,0,0,0,0,0,0,0,0,9999
80,1,201,13:20,5.05223,0,0,0,0,0,0,0,0,9999
81,1,201,13:30,5.219936,0,0,0,0,0,0,0,0,9999
82,1,201,13:40,5.2123103,0,0,0,0,0,0,0,0,9999
83,1,201,13:50,5.0324655,0,0,0,0,0,0,0,0,9999
84,1,201,14:00,4.7566037,0,0,0,0,0,0,0,0,9999
85,1,201,14:10,4.5264416,0,0,0,0,0,0,0,0,9999
86,1,201,14:20,4.567668,0,0,0,0,0,0,0,0,9999
87,1,201,14:30,4.9558682,0,0,0,0,0,0,0,0,9999
88,1,201,14:40,5.5064564,0,0,0,0,0,0,0,0,9999
89,1,201,14:50,5.764515,0,0,0,0,0,0,0,0,9999
90,1,201,15:00,5.6310415,0,0,0,0,0,0,0,0,9999
91,1,201,15:10,5.6616416,0,0,0,0,0,0,0,0,9999
92,1,201,15:20,5.6326094,0,0,0,0,0,0,0,0,9999
93,1,201,15:30,5.43944,0,0,0,0,0,0,0,0,9999
94,1,201,15:40,5.1380625,0,0,0,0,0,0,0,0,9999
95,1,201,15:50,5.0706367,0,0,0,0,0,0,0,0,9999
96,1,201,16:00,5.3071375,0,0,0,0,0,0,0,0,9999
97,1,201,16:10,5.3041954,0,0,0,0,0,0,0,0,9999
98,1,201,16:20,5.232147,0,0,0,0,0,0,0,0,9999
99,1,201,16:30,5.062716,0,0,0,0,0,0,0,0,9999
100,1,201,16:40,4.888585,0,0,0,0,0,0,0,0,9999
101,1,201,16:50,4.747161,0,0,0,0,0,0,0,0,9999
102,1,201,17:00,4.948367,0,0,0,0,0,0,0,0,9999
103,1,201,17:10,5.036077,0,0,0,0,0,0,0,0,9999
104,1,201,17:20,5.138127,0,0,0,0,0,0,0,0,9999
105,1,201,17:30,5.296392,0,0,0,0,0,0,0,0,9999
106,1,201,17:40,5.3331094,0,0,0,0,0,0,0,0,9999
107,1,201,17:50,5.305981,0,0,0,0,0,0,0,0,9999
108,1,201,18:00,5.1706767,0,0,0,0,0,0,0,0,9999
109,1,201,18:10,4.9747896,0,0,0,0,0,0,0,0,9999
110,1,201,18:20,4.629244,0,0,0,0,0,0,0,0,9999
111,1,201,18:30,4.317775,0,0,0,0,0,0,0,0,9999
112,1,201,18:40,4.367297,0,0,0,0,0,0,0,0,9999
113,1,201,18:50,4.643266,0,0,0,0,0,0,0,0,9999
114,1,201,19:00,4.646661,0,0,0,0,0,0,0,0,9999
115,1,201,19:10,4.5082145,0,0,0,0,0,0,0,0,9999
116,1,201,19:20,4.2995715,0,0,0,0,0,0,0,0,9999
117,1,201,19:30,4.225643,0,0,0,0,0,0,0,0,9999
118,1,201,19:40,4.3986607,0,0,0,0,0,0,0,0,9999
119,1,201,19:50,4.614862,0,0,0,0,0,0,0,0,9999
120,1,201,20:00,4.7550535,0,0,0,0,0,0,0,0,9999
121,1,201,20:10,4.8256264,0,0,0,0,0,0,0,0,9999
122,1,201,20:20,4.903246,0,0,0,0,0,0,0,0,9999
123,1,201,20:30,4.9835234,0,0,0,0,0,0,0,0,9999
124,1,201,20:40,5.003779,0,0,0,0,0,0,0,0,9999
125,1,201,20:50,4.8857064,0,0,0,0,0,0,0,0,9999
126,1,201,21:00,4.7754154,0,0,0,0,0,0,0,0,9999
127,1,201,21:10,4.561717,0,0,0,0,0,0,0,0,9999
128,1,201,21:20,4.3415914,0,0,0,0,0,0,0,0,9999
129,1,201,21:30,4.2411904,0,0,0,0,0,0,0,0,9999
130,1,201,21:40,4.400298,0,0,0,0,0,0,0,0,9999
131,1,201,21:50,4.875481,0,0,0,0,0,0,0,0,9999
132,1,201,22:00,4.8284993,0,0,0,0,0,0,0,0,9999
133,1,201,22:10,4.8770833,0,0,0,0,0,0,0,0,9999
134,1,201,22:20,4.8231635,0,0,0,0,0,0,0,0,9999
135,1,201,22:30,4.7583537,0,0,0,0,0,0,0,0,9999
136,1,201,22:40,4.672678,0,0,0,0,0,0,0,0,9999
137,1,201,22:50,4.579441,0,0,0,0,0,0,0,0,9999
138,1,201,23:00,4.680794,0,0,0,0,0,0,0,0,9999
139,1,201,23:10,4.8150396,0,0,0,0,0,0,0,0,9999
140,1,201,23:20,5.0810595,0,0,0,0,0,0,0,0,9999
141,1,201,23:30,5.279534,0,0,0,0,0,0,0,0,9999
142,1,201,23:40,5.3450065,0,0,0,0,0,0,0,0,9999
143,1,201,23:50,5.2977357,0,0,0,0,0,0,0,0,9999
144,1,202,00:00,5.1153913,0,0,0,0,0,0,0,0,9999
145,1,202,00:10,4.72606,0,0,0,0,0,0,0,0,9999
146,1,202,00:20,4.428384,0,0,0,0,0,0,0,0,9999
147,1,202,00:30,4.2853236,0,0,0,0,0,0,0,0,9999
148,1,202,00:40,4.3231974,0,0,0,0,0,0,0,0,9999
149,1,202,00:50,4.358054,0,0,0,0,0,0,0,0,9999
150,1,202,01:00,4.41863,0,0,0,0,0,0,0,0,9999
151,1,202,01:10,4.4949937,0,0,0,0,0,0,0,0,9999
152,1,202,01:20,4.36386,0,0,0,0,0,0,0,0,9999
153,1,202,01:30,4.1715245,0,0,0,0,0,0,0,0,9999
154,1,202,01:40,3.971719,0,0,0,0,0,0,0,0,9999
155,1,202,01:50,3.8331494,0,0,0,0,0,0,0,0,9999
156,1,202,02:00,3.6523476,0,0,0,0,0,0,0,0,9999
157,1,202,02:10,3.7860808,0,0,0,0,0,0,0,0,9999
158,1,202,02:20,3.8190327,0,0,0,0,0,0,0,0,9999
159,1,202,02:30,3.821542,0,0,0,0,0,0,0,0,9999
160,1,202,02:40,3.7475772,0,0,0,0,0,0,0,0,9999
161,1,202,02:50,3.6374962,0,0,0,0,0,0,0,0,9999
162,1,202,03:00,3.6386945,0,0,0,0,0,0,0,0,9999
