index,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
0,1,201,00:00,0,0,0,0,0,0,0,0,0,263.24146
1,1,201,00:10,0,0,0,0,0,0,0,0,0,268.22482
2,1,201,00:20,0,0,0,0,0,0,0,0,0,267.65228
3,1,201,00:30,0,0,0,0,0,0,0,0,0,0.0
4,1,201,00:40,0,0,0,0,0,0,0,0,0,298.94153
5,1,201,00:50,0,0,0,0,0,0,0,0,0,333.13647
6,1,201,01:00,0,0,0,0,0,0,0,0,0,336.57236
7,1,201,01:10,0,0,0,0,0,0,0,0,0,350.13843
8,1,201,01:20,0,0,0,0,0,0,0,0,0,356.18536
9,1,201,01:30,0,0,0,0,0,0,0,0,0,353.97293
10,1,201,01:40,0,0,0,0,0,0,0,0,0,354.69275
11,1,201,01:50,0,0,0,0,0,0,0,0,0,347.2589
12,1,201,02:00,0,0,0,0,0,0,0,0,0,340.14313
13,1,201,02:10,0,0,0,0,0,0,0,0,0,347.94864
14,1,201,02:20,0,0,0,0,0,0,0,0,0,330.13248
15,1,201,02:30,0,0,0,0,0,0,0,0,0,334.8568
16,1,201,02:40,0,0,0,0,0,0,0,0,0,340.45477
17,1,201,02:50,0,0,0,0,0,0,0,0,0,329.64343
18,1,201,03:00,0,0,0,0,0,0,0,0,0,334.6798
19,1,201,03:10,0,0,0,0,0,0,0,0,0,330.80792
20,1,201,03:20,0,0,0,0,0,0,0,0,0,336.12885
21,1,201,03:30,0,0,0,0,0,0,0,0,0,345.03546
22,1,201,03:40,0,0,0,0,0,0,0,0,0,328.76306
23,1,201,03:50,0,0,0,0,0,0,0,0,0,302.11182
24,1,201,04:00,0,0,0,0,0,0,0,0,0,287.09595
25,1,201,04:10,0,0,0,0,0,0,0,0,0,293.7681
26,1,201,04:20,0,0,0,0,0,0,0,0,0,253.41371
27,1,201,04:30,0,0,0,0,0,0,0,0,0,219.71666
28,1,201,04:40,0,0,0,0,0,0,0,0,0,206.72595
29,1,201,04:50,0,0,0,0,0,0,0,0,0,203.99968
30,1,201,05:00,0,0,0,0,0,0,0,0,0,175.52127
31,1,201,05:10,0,0,0,0,0,0,0,0,0,154.33739
32,1,201,05:20,0,0,0,0,0,0,0,0,0,0.0
33,1,201,05:30,0,0,0,0,0,0,0,0,0,120.608185
34,1,201,05:40,0,0,0,0,0,0,0,0,0,92.69634
35,1,201,05:50,0,0,0,0,0,0,0,0,0,60.45984
36,1,201,06:00,0,0,0,0,0,0,0,0,0,30.947638
37,1,201,06:10,0,0,0,0,0,0,0,0,0,0.0
38,1,201,06:20,0,0,0,0,0,0,0,0,0,5.619725
39,1,201,06:30,0,0,0,0,0,0,0,0,0,33.692608
40,1,201,06:40,0,0,0,0,0,0,0,0,0,55.526707
41,1,201,06:50,0,0,0,0,0,0,0,0,0,66.08441
42,1,201,07:00,0,0,0,0,0,0,0,0,0,63.85575
43,1,201,07:10,0,0,0,0,0,0,0,0,0,64.375374
44,1,201,07:20,0,0,0,0,0,0,0,0,0,69.50718
45,1,201,07:30,0,0,0,0,0,0,0,0,0,58.661514
